companyId,companyName,week_end_sunday,kyc_sessions_total,gov_validated,gov_not_validated,hil_doccheck_total,hil_doccheck_approved,hil_doccheck_disapproved,hil_liveness_total,hil_liveness_approved,hil_liveness_disapproved,hil_facematch_total,hil_facematch_approved,hil_facematch_disapproved
1028,Company 1028,2025-07-06,2,2,0,2,2,0,2,1,1,0,0,0
1028,Company 1028,2025-07-13,5,3,0,3,3,0,5,4,0,0,0,0
1028,Company 1028,2025-07-27,7,0,0,0,0,0,7,7,0,0,0,0
1028,Company 1028,2025-08-17,1,0,0,0,0,0,1,1,0,0,0,0
1053,Company 1053,2025-08-10,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-08-17,1,0,0,0,0,0,1,1,0,0,0,0
1053,Company 1053,2025-08-31,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-09-07,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-09-14,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-11-16,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-11-30,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2025-12-21,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2026-01-25,1,0,0,0,0,0,1,0,1,0,0,0
1053,Company 1053,2026-02-01,3,0,0,3,3,0,3,3,0,0,0,0
1053,Company 1053,2026-02-08,2,0,0,2,1,1,2,2,0,0,0,0
1053,Company 1053,2026-03-01,1,1,0,1,1,0,1,1,0,0,0,0
1053,Company 1053,2026-03-22,2,2,0,2,2,0,2,2,0,0,0,0
1053,Company 1053,2026-03-29,5,2,1,3,2,1,5,4,1,0,0,0
1053,Company 1053,2026-04-05,1,1,0,1,1,0,1,1,0,0,0,0
110,Company 110,2025-05-11,391,0,0,268,254,7,392,281,50,0,0,0
110,Company 110,2025-05-18,424,0,0,304,282,13,427,320,68,0,0,0
110,Company 110,2025-05-25,457,0,0,301,269,17,461,311,86,0,0,0
110,Company 110,2025-06-01,484,0,0,294,275,6,484,301,66,0,0,0
110,Company 110,2025-06-08,476,0,0,376,360,1,476,400,24,0,0,0
110,Company 110,2025-06-15,495,0,0,398,372,1,492,417,28,0,0,0
110,Company 110,2025-06-22,470,102,8,386,364,1,470,406,30,0,0,0
110,Company 110,2025-06-29,646,459,54,513,459,24,647,527,41,0,0,0
110,Company 110,2025-07-06,487,388,21,409,386,9,492,420,8,0,0,0
110,Company 110,2025-07-13,253,204,9,213,204,4,253,219,9,0,0,0
110,Company 110,2025-07-20,239,223,6,229,225,1,238,229,2,0,0,0
110,Company 110,2025-07-27,226,199,7,206,199,3,226,211,3,0,0,0
110,Company 110,2025-08-03,287,256,9,265,255,2,288,267,4,0,0,0
110,Company 110,2025-08-10,237,215,3,218,217,1,237,219,4,0,0,0
110,Company 110,2025-08-17,377,319,14,333,325,3,377,352,6,0,0,0
110,Company 110,2025-08-24,331,277,15,292,289,2,331,310,2,0,0,0
110,Company 110,2025-08-31,323,262,14,276,268,6,322,294,4,0,0,0
110,Company 110,2025-09-07,297,258,6,264,263,1,296,282,3,0,0,0
110,Company 110,2025-09-14,277,224,15,239,234,4,277,265,3,0,0,0
110,Company 110,2025-09-21,325,279,14,293,286,6,325,309,1,0,0,0
110,Company 110,2025-09-28,306,260,11,271,265,5,306,288,4,0,0,0
110,Company 110,2025-10-05,298,242,5,247,246,1,298,270,8,0,0,0
110,Company 110,2025-10-12,255,208,13,221,218,2,255,241,1,0,0,0
110,Company 110,2025-10-19,337,276,16,292,287,5,336,329,0,0,0,0
110,Company 110,2025-10-26,298,245,15,260,254,6,298,283,3,0,0,0
110,Company 110,2025-11-02,272,224,9,233,229,2,272,255,7,0,0,0
110,Company 110,2025-11-09,337,290,10,300,297,3,337,323,3,0,0,0
110,Company 110,2025-11-16,401,342,14,356,352,1,400,370,2,0,0,0
110,Company 110,2025-11-23,375,326,12,338,336,0,377,362,3,0,0,0
110,Company 110,2025-11-30,378,337,8,345,344,1,378,363,2,0,0,0
110,Company 110,2025-12-07,270,239,10,249,249,0,270,260,1,0,0,0
110,Company 110,2025-12-14,353,316,5,321,319,2,352,333,4,0,0,0
110,Company 110,2025-12-21,362,314,14,328,324,2,362,345,6,0,0,0
110,Company 110,2025-12-28,278,238,8,246,245,1,278,261,3,0,0,0
110,Company 110,2026-01-04,214,188,5,193,190,1,214,201,4,0,0,0
110,Company 110,2026-01-11,207,183,2,185,184,1,206,197,4,0,0,0
110,Company 110,2026-01-18,314,268,10,278,272,4,314,291,3,0,0,0
110,Company 110,2026-01-25,273,143,4,256,253,2,272,264,1,0,0,0
110,Company 110,2026-02-01,221,0,0,200,195,4,221,209,2,0,0,0
110,Company 110,2026-02-08,300,0,0,276,271,4,299,278,5,0,0,0
110,Company 110,2026-02-15,269,203,6,238,234,0,269,244,2,0,0,0
110,Company 110,2026-02-22,297,192,6,198,192,0,297,203,0,0,0,0
110,Company 110,2026-03-01,309,247,13,260,247,0,309,274,0,0,0,0
110,Company 110,2026-03-08,381,305,8,313,305,0,381,323,0,0,0,0
110,Company 110,2026-03-15,572,450,24,474,450,0,572,485,0,0,0,0
110,Company 110,2026-03-22,434,352,5,357,352,0,434,369,0,0,0,0
110,Company 110,2026-03-29,419,364,13,377,370,3,418,389,4,0,0,0
110,Company 110,2026-04-05,346,311,4,315,311,2,346,334,2,0,0,0
110,Company 110,2026-04-12,3,3,0,3,3,0,3,3,0,0,0,0
123,Company 123,2025-05-18,50,0,0,45,43,2,50,45,2,0,0,0
123,Company 123,2025-05-25,528,0,0,477,433,20,531,483,25,0,0,0
123,Company 123,2025-06-01,524,0,0,481,446,21,527,486,20,0,0,0
123,Company 123,2025-06-08,509,0,0,445,417,4,509,464,14,0,0,0
123,Company 123,2025-06-15,588,0,0,494,477,3,587,517,24,0,0,0
123,Company 123,2025-06-22,17,0,0,11,11,0,17,12,1,0,0,0
135,Company 135,2025-08-31,3,0,0,0,0,0,3,0,0,0,0,0
135,Company 135,2025-09-07,6,3,0,3,2,0,6,3,1,0,0,0
135,Company 135,2025-09-14,1,1,0,1,1,0,1,1,0,0,0,0
135,Company 135,2025-09-21,1,1,0,1,1,0,1,1,0,0,0,0
135,Company 135,2026-03-22,5,0,3,3,2,1,7,4,3,0,0,0
135,Company 135,2026-03-29,1,0,0,0,0,0,0,0,0,0,0,0
135,Company 135,2026-04-05,6,0,7,7,5,2,6,5,1,0,0,0
155,Company 155,2025-06-08,7,0,0,7,6,1,7,7,0,0,0,0
155,Company 155,2025-06-15,5,0,0,5,5,0,5,5,0,0,0,0
155,Company 155,2025-06-22,1,0,0,1,1,0,1,1,0,0,0,0
155,Company 155,2025-07-13,3,0,0,0,0,0,3,2,0,0,0,0
155,Company 155,2025-07-27,2,0,0,0,0,0,2,2,0,0,0,0
155,Company 155,2025-08-03,2,0,0,0,0,0,2,1,1,0,0,0
155,Company 155,2025-10-12,1,0,0,0,0,0,1,0,1,0,0,0
155,Company 155,2026-02-08,1,0,0,0,0,0,1,1,0,0,0,0
155,Company 155,2026-02-15,1,0,0,0,0,0,1,1,0,0,0,0
155,Company 155,2026-02-22,1,0,0,0,0,0,1,1,0,0,0,0
155,Company 155,2026-03-01,1,0,0,0,0,0,1,1,0,0,0,0
155,Company 155,2026-03-22,21,0,0,0,0,0,21,21,0,0,0,0
155,Company 155,2026-03-29,13,0,0,0,0,0,13,12,1,0,0,0
155,Company 155,2026-04-05,4,0,0,0,0,0,4,2,0,0,0,0
1584,Company 1584,2025-06-01,6,0,0,4,4,0,6,4,1,0,0,0
1584,Company 1584,2025-06-08,3,0,0,1,1,0,3,3,0,0,0,0
1584,Company 1584,2025-06-15,1,0,0,1,1,0,1,1,0,0,0,0
1584,Company 1584,2025-06-22,2,1,0,1,1,0,2,1,0,0,0,0
1584,Company 1584,2025-07-13,1,0,0,0,0,0,1,0,0,0,0,0
1584,Company 1584,2025-08-03,5,5,0,5,5,0,5,5,0,0,0,0
1584,Company 1584,2025-08-17,1,1,0,1,1,0,1,1,0,0,0,0
1584,Company 1584,2025-09-07,1,1,0,1,1,0,1,1,0,0,0,0
1584,Company 1584,2025-10-12,3,2,0,2,2,0,3,2,0,0,0,0
1655,Company 1655,2025-08-10,6,4,0,4,4,0,6,4,1,0,0,0
1655,Company 1655,2025-08-17,1,0,0,0,0,0,1,0,0,0,0,0
1655,Company 1655,2026-02-15,1,1,0,1,1,0,1,1,0,1,1,0
1655,Company 1655,2026-02-22,2,1,0,1,1,0,2,1,0,1,1,0
1655,Company 1655,2026-03-01,2,1,0,1,1,0,2,2,0,1,1,0
1655,Company 1655,2026-03-08,1,1,0,1,1,0,1,1,0,1,1,0
1737,Company 1737,2025-06-15,7,0,0,5,5,0,7,5,1,0,0,0
1737,Company 1737,2025-06-22,69,3,1,57,55,0,69,58,5,0,0,0
1737,Company 1737,2025-06-29,24,19,0,19,19,0,24,20,2,0,0,0
1737,Company 1737,2025-07-06,25,13,9,22,13,6,25,22,1,0,0,0
1737,Company 1737,2025-07-13,67,61,1,62,60,1,67,63,0,0,0,0
1737,Company 1737,2025-07-20,75,63,0,63,62,0,75,63,0,0,0,0
1737,Company 1737,2025-07-27,45,35,0,35,35,0,45,36,1,0,0,0
1737,Company 1737,2025-08-03,29,25,0,25,25,0,29,26,1,0,0,0
1737,Company 1737,2025-08-10,25,22,0,22,22,0,25,23,0,0,0,0
1737,Company 1737,2025-08-17,28,23,0,23,22,0,28,26,0,0,0,0
1737,Company 1737,2025-08-24,25,21,0,21,21,0,25,22,0,0,0,0
1737,Company 1737,2025-08-31,69,52,1,53,52,1,69,57,3,0,0,0
1737,Company 1737,2025-09-07,107,75,5,80,78,1,107,93,0,0,0,0
1737,Company 1737,2025-09-14,87,68,1,69,68,1,87,75,2,0,0,0
1737,Company 1737,2025-09-21,94,67,2,69,69,0,94,84,2,0,0,0
1737,Company 1737,2025-09-28,79,69,3,72,71,0,79,74,1,26,22,1
1737,Company 1737,2025-10-05,82,69,2,71,69,2,81,74,1,68,62,1
1737,Company 1737,2025-10-12,80,72,2,74,73,0,80,77,1,67,60,0
1737,Company 1737,2025-10-19,66,53,3,56,54,0,66,59,0,53,45,0
1737,Company 1737,2025-10-26,77,49,3,52,51,1,77,63,2,48,44,0
1737,Company 1737,2025-11-02,58,45,1,46,44,1,58,52,0,44,40,0
1737,Company 1737,2025-11-09,50,35,1,36,35,1,50,40,0,33,31,0
1737,Company 1737,2025-11-16,60,47,0,47,47,0,60,51,0,45,40,0
1737,Company 1737,2025-11-23,31,28,0,28,28,0,29,28,0,23,19,0
1737,Company 1737,2025-11-30,41,37,1,38,37,0,41,41,0,37,32,0
1737,Company 1737,2025-12-07,40,34,2,36,34,1,31,27,0,25,19,0
1737,Company 1737,2025-12-14,29,19,3,22,21,0,28,25,0,17,14,0
1737,Company 1737,2025-12-21,23,19,2,21,20,1,23,21,0,19,14,0
1737,Company 1737,2025-12-28,24,15,1,16,16,0,24,19,0,16,13,0
1737,Company 1737,2026-01-04,35,32,1,33,33,0,35,34,0,33,28,0
1737,Company 1737,2026-01-11,79,72,0,72,72,0,78,73,2,67,62,0
1737,Company 1737,2026-01-18,69,58,0,58,58,0,68,57,1,54,45,0
1737,Company 1737,2026-01-25,59,37,0,56,56,0,59,56,0,52,43,0
1737,Company 1737,2026-02-01,47,0,0,41,41,0,47,42,0,40,29,0
1737,Company 1737,2026-02-08,50,0,0,44,43,0,50,47,0,42,35,0
1737,Company 1737,2026-02-15,87,59,0,74,74,0,86,74,2,69,62,0
1737,Company 1737,2026-02-22,60,48,0,48,48,0,60,49,3,45,37,0
1737,Company 1737,2026-03-01,33,28,0,28,28,0,33,31,0,26,21,0
1737,Company 1737,2026-03-08,61,48,2,50,48,2,61,52,0,42,26,1
1737,Company 1737,2026-03-15,33,29,1,30,29,1,33,32,0,28,26,0
1737,Company 1737,2026-03-22,30,27,0,27,27,0,30,27,1,27,25,0
1737,Company 1737,2026-03-29,30,26,1,27,27,0,30,29,0,26,26,0
1737,Company 1737,2026-04-05,18,12,0,12,12,0,18,12,0,12,7,0
1844,Company 1844,2025-05-11,476,0,0,372,356,9,477,388,27,0,0,0
1844,Company 1844,2025-05-18,596,0,0,414,406,4,597,447,33,0,0,0
1844,Company 1844,2025-05-25,405,0,0,292,284,1,403,299,11,0,0,0
1844,Company 1844,2025-06-01,595,0,0,403,387,4,599,433,26,0,0,0
1844,Company 1844,2025-06-08,382,0,0,252,245,0,384,276,24,0,0,0
1844,Company 1844,2025-06-15,511,0,0,349,343,0,510,372,22,0,0,0
1844,Company 1844,2025-06-22,694,179,3,390,373,0,694,436,82,0,0,0
1844,Company 1844,2025-06-29,630,385,19,404,383,7,631,427,50,0,0,0
1844,Company 1844,2025-07-06,763,375,116,491,375,61,765,532,70,0,0,0
1844,Company 1844,2025-07-13,493,289,8,297,289,3,494,317,41,0,0,0
1844,Company 1844,2025-07-20,691,424,14,438,424,9,693,476,47,0,0,0
1844,Company 1844,2025-07-27,461,295,8,303,294,4,463,317,35,0,0,0
1844,Company 1844,2025-08-03,500,311,16,327,310,8,500,343,43,0,0,0
1844,Company 1844,2025-08-10,492,279,9,288,278,7,491,326,38,0,0,0
1844,Company 1844,2025-08-17,316,168,14,182,168,14,316,215,34,0,0,0
1844,Company 1844,2025-08-24,337,207,5,212,207,5,337,247,26,0,0,0
1844,Company 1844,2025-08-31,496,300,13,313,297,14,496,351,69,0,0,0
1844,Company 1844,2025-09-07,286,184,10,194,183,10,285,212,16,0,0,0
1844,Company 1844,2025-09-14,475,289,22,311,289,21,475,360,29,0,0,0
1844,Company 1844,2025-09-21,542,351,13,364,350,13,542,408,33,0,0,0
1844,Company 1844,2025-09-28,520,313,16,329,313,16,520,373,42,0,0,0
1844,Company 1844,2025-10-05,602,343,29,372,340,29,602,432,50,0,0,0
1844,Company 1844,2025-10-12,544,307,24,331,307,24,544,380,58,0,0,0
1844,Company 1844,2025-10-19,897,537,27,564,536,26,897,654,60,0,0,0
1844,Company 1844,2025-10-26,310,194,7,201,194,7,311,222,23,0,0,0
1844,Company 1844,2025-11-02,247,156,12,168,155,12,246,195,20,0,0,0
1844,Company 1844,2025-11-09,301,195,6,201,196,2,301,224,23,97,76,0
1844,Company 1844,2025-11-16,368,227,16,243,229,3,368,285,2,223,195,1
1844,Company 1844,2025-11-23,622,402,24,426,417,4,622,493,5,403,340,0
1844,Company 1844,2025-11-30,634,445,19,464,452,6,634,520,1,437,365,0
1844,Company 1844,2025-12-07,393,261,14,275,271,2,393,303,1,265,219,0
1844,Company 1844,2025-12-14,657,418,30,448,427,7,657,506,10,410,329,1
1844,Company 1844,2025-12-21,532,355,16,371,366,1,530,426,5,353,279,0
1844,Company 1844,2025-12-28,642,425,19,444,429,3,642,503,4,416,336,0
1844,Company 1844,2026-01-04,291,214,4,218,215,1,291,238,0,205,165,0
1844,Company 1844,2026-01-11,436,316,13,329,320,4,436,349,6,300,237,0
1844,Company 1844,2026-01-18,304,224,3,227,225,1,304,254,5,214,166,0
1844,Company 1844,2026-01-25,269,115,7,210,200,3,270,220,3,193,159,0
1844,Company 1844,2026-02-01,490,0,0,367,352,6,490,394,5,341,283,0
1844,Company 1844,2026-02-08,313,0,0,239,234,4,310,263,4,231,200,0
1844,Company 1844,2026-02-15,281,195,13,226,217,5,280,244,3,206,176,0
1844,Company 1844,2026-02-22,451,311,12,323,317,4,447,347,4,308,256,0
1844,Company 1844,2026-03-01,332,257,11,268,261,4,330,280,5,248,204,3
1844,Company 1844,2026-03-08,339,241,12,253,245,4,339,279,1,239,209,0
1844,Company 1844,2026-03-15,305,213,12,225,219,5,299,235,1,206,176,1
1844,Company 1844,2026-03-22,341,243,7,250,245,3,341,274,5,233,201,0
1844,Company 1844,2026-03-29,290,223,10,233,226,2,289,241,5,217,191,0
1844,Company 1844,2026-04-05,277,200,9,209,204,4,277,227,2,200,177,0
1844,Company 1844,2026-04-12,15,12,0,12,12,0,15,13,0,10,9,0
1890,Company 1890,2025-06-29,284,259,6,265,259,5,284,264,2,0,0,0
1890,Company 1890,2025-07-06,281,265,11,276,264,9,281,278,0,0,0,0
1890,Company 1890,2025-07-13,280,255,11,266,255,9,279,265,1,0,0,0
1890,Company 1890,2025-07-20,310,286,15,301,286,10,310,302,2,0,0,0
1890,Company 1890,2025-07-27,302,286,6,292,286,4,302,293,1,0,0,0
1890,Company 1890,2025-08-03,295,272,13,285,272,11,295,287,0,0,0,0
1890,Company 1890,2025-08-10,344,318,17,335,318,16,344,337,0,0,0,0
1890,Company 1890,2025-08-17,346,328,9,337,328,6,345,337,1,0,0,0
1890,Company 1890,2025-08-24,347,326,9,335,325,5,347,335,1,0,0,0
1890,Company 1890,2025-08-31,334,316,11,327,316,6,334,330,0,0,0,0
1890,Company 1890,2025-09-07,302,271,15,286,268,15,302,297,0,0,0,0
1890,Company 1890,2025-09-14,286,251,17,268,220,38,286,275,2,0,0,0
1890,Company 1890,2025-09-21,248,222,7,229,220,7,248,242,1,0,0,0
1890,Company 1890,2025-09-28,245,225,11,236,225,2,245,238,0,0,0,0
1890,Company 1890,2025-10-05,297,270,13,283,269,3,297,290,0,0,0,0
1890,Company 1890,2025-10-12,289,253,15,268,253,4,289,281,0,0,0,0
1890,Company 1890,2025-10-19,267,240,12,252,240,8,267,261,1,0,0,0
1890,Company 1890,2025-10-26,278,255,11,266,256,2,278,272,1,0,0,0
1890,Company 1890,2025-11-02,263,231,13,244,234,6,263,252,0,0,0,0
1890,Company 1890,2025-11-09,298,275,15,290,281,0,298,292,0,0,0,0
1890,Company 1890,2025-11-16,281,249,15,264,253,4,281,268,0,0,0,0
1890,Company 1890,2025-11-23,262,242,9,251,247,1,260,253,0,0,0,0
1890,Company 1890,2025-11-30,296,273,12,285,279,0,296,288,0,0,0,0
1890,Company 1890,2025-12-07,326,302,11,313,307,5,324,316,1,0,0,0
1890,Company 1890,2025-12-14,278,259,8,267,262,2,277,266,0,0,0,0
1890,Company 1890,2025-12-21,258,233,16,249,239,3,258,253,1,0,0,0
1890,Company 1890,2025-12-28,335,304,21,325,312,4,335,327,2,0,0,0
1890,Company 1890,2026-01-04,297,281,13,294,289,4,297,295,1,0,0,0
1890,Company 1890,2026-01-11,197,168,13,181,173,4,197,187,3,0,0,0
